Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Cargo Metric TONS
201502,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,130.9593096
200902,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Cargo,Passenger,102.5798256
201107,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Mail,Passenger,18.6778872
201601,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,18.6778872
201910,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,452.1942936
200801,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,549.1045728
201006,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,218.295
201102,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,483.0354648
201008,Republic Airlines,RW,Republic Airlines,RW,Domestic,US,Enplaned,Cargo,Passenger,1.3431096
200812,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,140.674968
201209,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Deplaned,Express,Freighter,39.6827424
201705,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Mail,Passenger,2.2507632
201407,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,571.1953464
202009,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,107.9164296
201705,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Mail,Passenger,6.053292
202008,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,87.107076
200511,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,5.6205576
201912,El Al Israel Airlines LTD.,LY,El Al Israel Airlines LTD.,LY,International,Middle East,Deplaned,Cargo,Passenger,28.059696
200802,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,269.4334104
200704,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,4097.576549
201303,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,37.1915712
201008,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,21.4475688
200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Express,Passenger,951.35796
201007,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Mail,Passenger,57.4479864
202006,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,70.4957904
200510,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Cargo,Passenger,36.4703472
201706,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Express,Passenger,16.926084
200701,Southern Air,9S,Southern Air,9S,Domestic,US,Enplaned,Cargo,Freighter,17.7371208
202010,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Cargo,Passenger,1.9944792
201206,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Cargo,Passenger,22.4522928
201002,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,397.1277072
200812,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Express,Passenger,0.0058968
201005,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,426.944196
201709,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,38.9352096
201110,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Passenger,1.7250408
201911,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,3.9345264
200612,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,330.1228224
201307,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Combi,185.939712
201106,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,254.0672568
201206,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Combi,3.3144552
201307,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,463.3778016
201003,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,115.1704008
201707,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,370.3725648
201507,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,9.1178136
201106,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,9.2765736
201802,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Cargo,Passenger,87.0857568
201306,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,350.197344
200909,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Cargo,Passenger,36.7592904
200711,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,461.5801848
201405,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,817.2756144
200702,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,38.6911728
200710,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Enplaned,Cargo,Freighter,170.6937624
201707,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,1572.856186
201909,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,2574.99013
202012,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Express,Passenger,1.5758064
201612,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,479.8892952
200604,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,132.7941216
201108,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,261.1438704
200712,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Mail,Passenger,8.8742304
200907,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,55.0094328
200803,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Mail,Passenger,5.3352432
201304,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,184.5580464
200810,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Mail,Passenger,5.384232
201007,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,92.9367432
200803,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,22.8169872
200809,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,12.0662136
201509,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,345.0507984
200712,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,24.6912624
201401,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,702.9085392
201607,Air Berlin,AB,Air Berlin,AB,International,Europe,Deplaned,Cargo,Passenger,45.2243736
201106,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Cargo,Passenger,203.577948
200512,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Mail,Freighter,61.6492296
201204,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,0.6318648
200704,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,6.785856
200802,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,6.0138288
201711,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,199.43658
201006,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,3.8977848
201903,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,0.0449064
201305,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,251.6137344
200602,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,17.7071832
201207,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,582.4577808
201009,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,11.1875904
201707,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,235.2696192
201609,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,578.2279608
201203,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Cargo,Passenger,126.2817864
201103,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,66.4741728
200512,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,21.2906232
201207,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,1597.553798
201608,Redding Aero Enterprises,bxr,Redding Aero Enterprises,bxr,Domestic,US,Deplaned,Cargo,Freighter,19.7869392
201906,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Express,Passenger,0.174636
201912,El Al Israel Airlines LTD.,LY,El Al Israel Airlines LTD.,LY,International,Middle East,Enplaned,Cargo,Passenger,9.2860992
201207,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,385.59402
200512,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Cargo,Passenger,2.0883744
200905,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Mail,Passenger,1.8157608
201807,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,428.8157496
200806,Cargolux Airlines,CV,Cargolux Airlines,CV,International,Europe,Deplaned,Cargo,Freighter,229.2979752
201410,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Cargo,Passenger,13.351716
200901,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,57.3041952
201902,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Cargo,Passenger,176.7130344
201104,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,1.245132
201610,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,460.5146784
201911,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,129.0124584
201805,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Cargo,Passenger,261.0005328
201107,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,690.5846808
202011,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,654.934896
201812,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,97.1851608
201506,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Mail,Passenger,134.0424288
200509,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Cargo,Passenger,0.5134752
201308,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,1206.424951
201110,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,0.0018144
200806,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Mail,Passenger,32.6310768
201412,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Cargo,Passenger,111.4068816
201305,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Cargo,Passenger,59.6774304
201801,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,335.0371248
201502,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,33.8757552
201111,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,176.6880864
201609,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,362.3501952
201711,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,0.3329424
201102,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Cargo,Passenger,108.1695384
200906,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,0.1016064
201701,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Cargo,Passenger,3049.936999
201204,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,39.9789432
202011,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,7.4902968
201605,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,0.122472
201509,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Cargo,Passenger,1.2392352
201506,US Airways,US,US Airways,US,Domestic,US,Deplaned,Mail,Passenger,28.175364
201904,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,2614.137624
200702,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,21.4951968
201305,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Mail,Passenger,0.3456432
200806,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,9.7152048
201802,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Cargo,Passenger,213.643332
200603,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Mail,Freighter,13.7390904
201811,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,445.2428736
201705,Redding Aero Enterprises,bxr,Redding Aero Enterprises,bxr,Domestic,US,Deplaned,Cargo,Freighter,11.2161672
201411,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,2.3555448
202003,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,1.0609704
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,8.9635896
201611,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,36.3029688
201311,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,11.8970208
201102,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,0.0798336
201804,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Express,Passenger,0.013608
201010,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,14.2280712
201301,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Cargo,Passenger,113.1042528
200907,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Cargo,Passenger,197.1282096
200805,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Cargo,Passenger,3.683232
201510,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,15.934968
200611,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,430.3334952
201804,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,0.458136
201810,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,0.0852768
201710,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,313.3908792
200808,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,513.4647672
200910,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,65.1514752
201409,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,150.9712344
200802,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,42.642936
201410,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,19.5891696
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Cargo,Passenger,43.7211432
201912,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Freighter,5.3996544
201605,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,454.0826304
202011,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Cargo,Passenger,1.6415784
201804,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Mail,Passenger,100.5776352
201204,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,6.7218984
201301,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,54.0292032
200512,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,113.1464376
201801,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Express,Passenger,0.0117936
201310,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Mail,Passenger,10.2858336
200611,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Mail,Passenger,270.9833616
201003,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,0.4685688
200706,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,11.6411904
201511,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,11.0524176
202011,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,0.8128512
201601,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,93.4747128
201102,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,105.9514344
201101,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Cargo,Passenger,10.056312
200909,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Mail,Passenger,1.9581912
200710,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Express,Passenger,2097.297166
201305,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,0.489888
200910,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Cargo,Passenger,26.2693368
201901,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,829.5445872
201201,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,0.0140616
201905,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Express,Passenger,16.9619184
201310,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Cargo,Passenger,15.7267656
201201,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,305.1371736
201405,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,130.3002288
200803,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,43.9615512
